latitude,longitude,km
-34.63854832,-58.52295659,11296
-34.63854915,-58.52296746,11297
-34.63854997,-58.52297833,11298
-34.6385508,-58.52298921,11299
-34.63855162,-58.52300008,11300
-34.63855244,-58.52301095,11301
-34.63855325,-58.52302183,11302
-34.63855408,-58.5230327,11303
-34.63855492,-58.52304356,11304
-34.63855576,-58.52305442,11305
-34.63855661,-58.52306528,11306
-34.63855746,-58.52307614,11307
-34.63855831,-58.523087,11308
-34.63855916,-58.52309786,11309
-34.63855999,-58.52310871,11310
-34.63856083,-58.52311956,11311
-34.63856167,-58.52313042,11312
-34.63856251,-58.52314127,11313
-34.63856334,-58.52315213,11314
-34.63856419,-58.52316298,11315
-34.63856502,-58.52317384,11316
-34.63856585,-58.52318469,11317
-34.63856668,-58.52319555,11318
-34.63856751,-58.52320641,11319
-34.63856833,-58.52321726,11320
-34.63856916,-58.52322813,11321
-34.63856998,-58.52323899,11322
-34.6385708,-58.52324985,11323
-34.63857162,-58.52326071,11324
-34.63857244,-58.52327157,11325
-34.63857327,-58.52328243,11326
-34.63857409,-58.52329329,11327
-34.63857489,-58.52330416,11328
-34.63857568,-58.52331503,11329
-34.63857647,-58.5233259,11330
-34.63857728,-58.52333677,11331
-34.63857809,-58.52334764,11332
-34.6385789,-58.5233585,11333
-34.6385797,-58.52336937,11334
-34.63858051,-58.52338023,11335
-34.63858132,-58.52339109,11336
-34.63858215,-58.52340195,11337
-34.63858298,-58.52341282,11338
-34.63858382,-58.52342368,11339
-34.63858464,-58.52343454,11340
-34.63858547,-58.52344539,11341
-34.6385863,-58.52345625,11342
-34.63858713,-58.5234671,11343
-34.63858795,-58.52347796,11344
-34.63858877,-58.52348882,11345
-34.6385896,-58.52349968,11346
-34.63859043,-58.52351055,11347
-34.63859125,-58.52352141,11348
-34.63859209,-58.52353227,11349
-34.63859292,-58.52354313,11350
-34.63859376,-58.52355399,11351
-34.6385946,-58.52356485,11352
-34.63859544,-58.52357571,11353
-34.63859626,-58.52358657,11354
-34.63859709,-58.52359743,11355
-34.63859789,-58.52360829,11356
-34.6385987,-58.52361915,11357
-34.6385995,-58.52363001,11358
-34.63860031,-58.52364088,11359
-34.63860113,-58.52365174,11360
-34.63860196,-58.52366261,11361
-34.63860279,-58.52367346,11362
-34.63860363,-58.52368432,11363
-34.63860448,-58.52369516,11364
-34.63860533,-58.52370601,11365
-34.63860617,-58.52371686,11366
-34.638607,-58.52372771,11367
-34.63860781,-58.52373856,11368
-34.63860861,-58.52374941,11369
-34.63860939,-58.52376026,11370
-34.63861018,-58.52377112,11371
-34.63861097,-58.52378197,11372
-34.63861176,-58.52379284,11373
-34.63861256,-58.52380371,11374
-34.63861338,-58.52381458,11375
-34.63861421,-58.52382546,11376
-34.63861505,-58.52383633,11377
-34.63861588,-58.5238472,11378
-34.63861671,-58.52385807,11379
-34.63861754,-58.52386894,11380
-34.63861836,-58.52387981,11381
-34.63861917,-58.52389069,11382
-34.63861997,-58.52390157,11383
-34.63862078,-58.52391244,11384
-34.63862158,-58.52392331,11385
-34.63862238,-58.52393417,11386
-34.63862319,-58.52394503,11387
-34.63862399,-58.52395588,11388
-34.63862479,-58.52396674,11389
-34.63862559,-58.5239776,11390
-34.63862639,-58.52398847,11391
-34.63862718,-58.52399933,11392
-34.63862798,-58.52401019,11393
-34.63862878,-58.52402104,11394
-34.63862958,-58.52403189,11395
-34.6386304,-58.52404274,11396
-34.63863122,-58.52405359,11397
-34.63863204,-58.52406445,11398
-34.63863286,-58.52407531,11399
-34.63863368,-58.52408617,11400
-34.63863449,-58.52409704,11401
-34.6386353,-58.52410789,11402
-34.6386361,-58.52411874,11403
-34.6386369,-58.5241296,11404
-34.6386377,-58.52414046,11405
-34.6386385,-58.52415133,11406
-34.63863931,-58.5241622,11407
-34.63864013,-58.52417309,11408
-34.63864095,-58.52418397,11409
-34.63864178,-58.52419485,11410
-34.6386426,-58.52420573,11411
-34.63864342,-58.5242166,11412
-34.63864429,-58.52422746,11413
-34.63864526,-58.52423832,11414
-34.63864634,-58.52424916,11415
-34.63864752,-58.52425998,11416
-34.63864881,-58.52427078,11417
-34.63865015,-58.52428157,11418
-34.6386515,-58.52429233,11419
-34.63865277,-58.52430312,11420
-34.63865389,-58.52431392,11421
-34.63865486,-58.52432475,11422
-34.63865572,-58.5243356,11423
-34.63865654,-58.52434645,11424
-34.63865735,-58.52435731,11425
-34.63865818,-58.52436816,11426
-34.63865901,-58.52437901,11427
-34.63865985,-58.52438986,11428
-34.6386607,-58.5244007,11429
-34.63866155,-58.52441155,11430
-34.6386624,-58.5244224,11431
-34.63866324,-58.52443326,11432
-34.63866405,-58.52444413,11433
-34.63866484,-58.524455,11434
-34.63866561,-58.52446587,11435
-34.63866635,-58.52447675,11436
-34.63866706,-58.52448762,11437
-34.63866769,-58.52449851,11438
-34.63866818,-58.52450939,11439
-34.63866843,-58.52452029,11440
-34.63866853,-58.52453119,11441
-34.63866883,-58.52454208,11442
-34.63866956,-58.52455295,11443
-34.63867046,-58.5245638,11444
-34.63867133,-58.52457464,11445
-34.63867215,-58.52458549,11446
-34.63867298,-58.52459634,11447
-34.63867382,-58.52460721,11448
-34.63867466,-58.52461807,11449
-34.6386755,-58.52462893,11450
-34.63867632,-58.52463981,11451
-34.63867711,-58.52465069,11452
-34.63867788,-58.52466157,11453
-34.63867867,-58.52467245,11454
-34.63867948,-58.52468332,11455
-34.63868034,-58.52469418,11456
-34.63868119,-58.52470503,11457
-34.63868202,-58.52471589,11458
-34.63868284,-58.52472676,11459
-34.63868365,-58.52473762,11460
-34.63868448,-58.52474848,11461
-34.63868532,-58.52475933,11462
-34.63868617,-58.52477017,11463
-34.638687,-58.52478102,11464
-34.6386878,-58.52479187,11465
-34.63868859,-58.52480273,11466
-34.6386894,-58.5248136,11467
-34.63869025,-58.52482446,11468
-34.63869118,-58.52483531,11469
-34.63869216,-58.52484616,11470
-34.63869309,-58.52485701,11471
-34.63869397,-58.52486786,11472
-34.63869478,-58.52487873,11473
-34.63869554,-58.52488961,11474
-34.63869629,-58.5249005,11475
-34.638697,-58.52491138,11476
-34.63869769,-58.52492225,11477
-34.63869839,-58.52493311,11478
-34.63869909,-58.52494397,11479
-34.63869982,-58.52495482,11480
-34.63870056,-58.52496568,11481
-34.6387013,-58.52497655,11482
-34.63870205,-58.52498741,11483
-34.6387028,-58.52499828,11484
-34.63870355,-58.52500916,11485
-34.6387043,-58.52502004,11486
-34.63870505,-58.52503091,11487
-34.63870581,-58.52504179,11488
-34.63870657,-58.52505266,11489
-34.63870733,-58.52506353,11490
-34.63870808,-58.52507441,11491
-34.63870883,-58.52508529,11492
-34.63870958,-58.52509618,11493
-34.63871033,-58.52510706,11494
-34.63871109,-58.52511794,11495
-34.63871185,-58.52512882,11496
-34.63871262,-58.52513968,11497
-34.63871338,-58.52515054,11498
-34.63871415,-58.5251614,11499
-34.63871492,-58.52517227,11500
-34.63871568,-58.52518313,11501
-34.63871644,-58.525194,11502
-34.63871719,-58.52520486,11503
-34.63871793,-58.52521572,11504
-34.63871866,-58.52522658,11505
-34.6387194,-58.52523743,11506
-34.63872014,-58.5252483,11507
-34.63872088,-58.52525918,11508
-34.63872163,-58.52527006,11509
-34.63872238,-58.52528094,11510
-34.63872314,-58.52529182,11511
-34.6387239,-58.5253027,11512
-34.63872468,-58.52531357,11513
-34.63872547,-58.52532444,11514
-34.63872624,-58.52533531,11515
-34.63872682,-58.52534619,11516
-34.63872717,-58.52535709,11517
-34.63872753,-58.52536799,11518
-34.63872804,-58.52537888,11519
-34.63872868,-58.52538975,11520
-34.6387294,-58.5254006,11521
-34.63873017,-58.52541145,11522
-34.63873096,-58.52542229,11523
-34.63873177,-58.52543314,11524
-34.63873259,-58.525444,11525
-34.6387334,-58.52545487,11526
-34.63873421,-58.52546575,11527
-34.63873501,-58.52547663,11528
-34.63873582,-58.52548749,11529
-34.63873662,-58.52549835,11530
-34.63873744,-58.52550921,11531
-34.63873826,-58.52552008,11532
-34.63873909,-58.52553095,11533
-34.63873993,-58.52554183,11534
-34.63874077,-58.52555271,11535
-34.63874161,-58.52556358,11536
-34.63874243,-58.52557444,11537
-34.63874325,-58.52558528,11538
-34.63874405,-58.52559614,11539
-34.63874485,-58.52560699,11540
-34.63874565,-58.52561786,11541
-34.63874646,-58.52562872,11542
-34.63874728,-58.52563958,11543
-34.6387481,-58.52565043,11544
-34.63874893,-58.52566127,11545
-34.63874975,-58.52567211,11546
-34.63875058,-58.52568296,11547
-34.63875139,-58.52569382,11548
-34.6387522,-58.5257047,11549
-34.63875302,-58.52571558,11550
-34.63875384,-58.52572646,11551
-34.63875466,-58.52573732,11552
-34.63875554,-58.52574817,11553
-34.63875649,-58.52575901,11554
-34.63875753,-58.52576984,11555
-34.63875865,-58.52578067,11556
-34.63875986,-58.5257915,11557
-34.63876109,-58.52580231,11558
-34.63876231,-58.52581311,11559
-34.63876347,-58.52582391,11560
-34.63876457,-58.52583471,11561
-34.63876559,-58.52584553,11562
-34.63876653,-58.52585636,11563
-34.63876741,-58.52586721,11564
-34.63876825,-58.52587807,11565
-34.63876908,-58.52588893,11566
-34.63876993,-58.52589978,11567
-34.63877078,-58.52591062,11568
-34.63877162,-58.52592147,11569
-34.63877246,-58.52593232,11570
-34.63877328,-58.52594319,11571
-34.63877408,-58.52595407,11572
-34.63877489,-58.52596494,11573
-34.6387757,-58.52597581,11574
-34.63877651,-58.52598667,11575
-34.63877733,-58.52599753,11576
-34.63877816,-58.52600839,11577
-34.638779,-58.52601927,11578
-34.63877982,-58.52603016,11579
-34.63878065,-58.52604104,11580
-34.63878148,-58.52605191,11581
-34.63878231,-58.52606278,11582
-34.63878313,-58.52607363,11583
-34.63878394,-58.5260845,11584
-34.63878475,-58.52609536,11585
-34.63878554,-58.52610622,11586
-34.63878633,-58.52611709,11587
-34.63878713,-58.52612795,11588
-34.63878793,-58.52613881,11589
-34.63878873,-58.52614967,11590
-34.63878953,-58.52616053,11591
-34.63879034,-58.52617138,11592
-34.63879113,-58.52618224,11593
-34.63879193,-58.52619309,11594
-34.63879273,-58.52620395,11595
-34.63879352,-58.52621482,11596
-34.63879431,-58.52622569,11597
-34.63879509,-58.52623656,11598
-34.63879589,-58.52624743,11599
-34.63879669,-58.52625831,11600
-34.6387975,-58.52626917,11601
-34.63879832,-58.52628003,11602
-34.63879916,-58.52629088,11603
-34.63879999,-58.52630174,11604
-34.63880081,-58.52631261,11605
-34.63880162,-58.52632347,11606
-34.63880242,-58.52633434,11607
-34.63880321,-58.52634521,11608
-34.638804,-58.52635608,11609
-34.63880481,-58.52636694,11610
-34.63880562,-58.52637779,11611
-34.63880643,-58.52638864,11612
-34.63880724,-58.52639949,11613
-34.63880807,-58.52641036,11614
-34.63880889,-58.52642123,11615
-34.6388097,-58.5264321,11616
-34.6388105,-58.52644297,11617
-34.6388113,-58.52645382,11618
-34.63881209,-58.52646467,11619
-34.63881288,-58.52647553,11620
-34.63881369,-58.52648638,11621
-34.63881451,-58.52649725,11622
-34.63881534,-58.52650813,11623
-34.63881617,-58.52651901,11624
-34.63881699,-58.52652988,11625
-34.6388178,-58.52654073,11626
-34.63881862,-58.52655159,11627
-34.63881943,-58.52656244,11628
-34.63882023,-58.52657331,11629
-34.63882104,-58.52658418,11630
-34.63882185,-58.52659506,11631
-34.63882266,-58.52660593,11632
-34.63882347,-58.52661679,11633
-34.63882428,-58.52662765,11634
-34.63882509,-58.52663849,11635
-34.6388259,-58.52664934,11636
-34.63882671,-58.52666019,11637
-34.63882753,-58.52667105,11638
-34.63882835,-58.52668192,11639
-34.63882917,-58.52669279,11640
-34.63883,-58.52670365,11641
-34.63883081,-58.5267145,11642
-34.63883162,-58.52672535,11643
-34.63883242,-58.52673621,11644
-34.63883323,-58.52674707,11645
-34.63883404,-58.52675794,11646
-34.63883485,-58.52676881,11647
-34.63883567,-58.52677969,11648
-34.63883649,-58.52679056,11649
-34.6388373,-58.52680141,11650
-34.6388381,-58.52681227,11651
-34.63883891,-58.52682312,11652
-34.63883974,-58.52683397,11653
-34.63884056,-58.52684484,11654
-34.63884138,-58.5268557,11655
-34.63884219,-58.52686656,11656
-34.63884299,-58.52687741,11657
-34.6388438,-58.52688825,11658
-34.63884461,-58.52689908,11659
-34.63884542,-58.52690992,11660
-34.63884623,-58.52692078,11661
-34.63884705,-58.52693165,11662
-34.63884787,-58.52694253,11663
-34.63884869,-58.52695341,11664
-34.63884952,-58.52696428,11665
-34.63885034,-58.52697514,11666
-34.63885115,-58.526986,11667
-34.63885195,-58.52699687,11668
-34.63885275,-58.52700774,11669
-34.63885355,-58.52701862,11670
-34.63885435,-58.52702951,11671
-34.63885516,-58.52704039,11672
-34.63885598,-58.52705125,11673
-34.6388568,-58.5270621,11674
-34.63885761,-58.52707293,11675
-34.63885845,-58.52708378,11676
-34.63885927,-58.52709462,11677
-34.63886009,-58.52710549,11678
-34.63886091,-58.52711636,11679
-34.63886171,-58.52712724,11680
-34.63886251,-58.5271381,11681
-34.6388633,-58.52714896,11682
-34.6388641,-58.52715982,11683
-34.63886491,-58.52717069,11684
-34.63886572,-58.52718156,11685
-34.63886653,-58.52719243,11686
-34.63886735,-58.5272033,11687
-34.63886817,-58.52721416,11688
-34.63886899,-58.52722503,11689
-34.63886981,-58.52723588,11690
-34.63887063,-58.52724675,11691
-34.63887144,-58.52725762,11692
-34.63887226,-58.52726848,11693
-34.63887307,-58.52727935,11694
-34.63887388,-58.52729021,11695
-34.6388747,-58.52730107,11696
-34.63887552,-58.52731194,11697
-34.63887634,-58.52732281,11698
-34.63887716,-58.52733368,11699
-34.63887797,-58.52734456,11700
-34.63887878,-58.52735543,11701
-34.63887959,-58.52736629,11702
-34.6388804,-58.52737714,11703
-34.63888123,-58.527388,11704
-34.63888204,-58.52739887,11705
-34.63888286,-58.52740974,11706
-34.63888368,-58.52742062,11707
-34.63888451,-58.52743149,11708
-34.63888533,-58.52744235,11709
-34.63888613,-58.52745321,11710
-34.63888692,-58.52746407,11711
-34.63888773,-58.52747493,11712
-34.63888854,-58.52748579,11713
-34.63888934,-58.52749665,11714
-34.63889014,-58.52750751,11715
-34.63889096,-58.52751835,11716
-34.6388918,-58.52752919,11717
-34.63889263,-58.52754005,11718
-34.63889345,-58.5275509,11719
-34.63889427,-58.52756177,11720
-34.63889509,-58.52757265,11721
-34.63889591,-58.52758353,11722
-34.63889672,-58.52759441,11723
-34.63889756,-58.52760528,11724
-34.63889839,-58.52761615,11725
-34.63889923,-58.52762702,11726
-34.63890009,-58.52763789,11727
-34.63890092,-58.52764876,11728
-34.63890176,-58.52765962,11729
-34.63890263,-58.52767049,11730
-34.63890345,-58.52768132,11731
-34.63890432,-58.52769215,11732
-34.63890517,-58.52770298,11733
-34.63890603,-58.52771382,11734
-34.63890689,-58.52772466,11735
-34.63890776,-58.5277355,11736
-34.63890859,-58.52774636,11737
-34.63890948,-58.52775721,11738
-34.63891035,-58.52776808,11739
-34.63891119,-58.52777894,11740
-34.63891473,-58.52778902,11741
-34.63891621,-58.52779976,11742
-34.63891705,-58.52781061,11743
-34.63891789,-58.52782146,11744
-34.6389187,-58.52783232,11745
-34.63891949,-58.52784319,11746
-34.63892027,-58.52785405,11747
-34.63892105,-58.52786491,11748
-34.63892183,-58.52787576,11749
-34.63892261,-58.5278866,11750
-34.63892339,-58.52789744,11751
-34.63892419,-58.52790828,11752
-34.638925,-58.52791913,11753
-34.63892581,-58.52792998,11754
-34.63892664,-58.52794084,11755
-34.63892747,-58.52795171,11756
-34.6389283,-58.52796257,11757
-34.63892913,-58.52797343,11758
-34.63892995,-58.5279843,11759
-34.63893078,-58.52799516,11760
-34.63893161,-58.52800603,11761
-34.63893244,-58.5280169,11762
-34.63893328,-58.52802777,11763
-34.63893412,-58.52803864,11764
-34.63893496,-58.52804952,11765
-34.63893581,-58.52806039,11766
-34.63893664,-58.52807127,11767
-34.63893748,-58.52808214,11768
-34.6389383,-58.528093,11769
-34.63893913,-58.52810387,11770
-34.63893995,-58.52811473,11771
-34.63894077,-58.52812559,11772
-34.63894158,-58.52813646,11773
-34.63894239,-58.52814732,11774
-34.63894319,-58.52815818,11775
-34.63894399,-58.52816903,11776
-34.6389448,-58.52817987,11777
-34.6389456,-58.52819073,11778
-34.6389464,-58.52820158,11779
-34.63894721,-58.52821243,11780
-34.63894803,-58.52822329,11781
-34.63894885,-58.52823413,11782
-34.63894968,-58.52824498,11783
-34.63895051,-58.52825583,11784
-34.63895135,-58.52826669,11785
-34.63895218,-58.52827755,11786
-34.63895303,-58.52828842,11787
-34.63895386,-58.52829929,11788
-34.63895469,-58.52831015,11789
-34.63895551,-58.52832102,11790
-34.63895632,-58.52833188,11791
-34.63895713,-58.52834274,11792
-34.63895793,-58.5283536,11793
-34.63895874,-58.52836446,11794
-34.63895955,-58.52837532,11795
-34.63896036,-58.52838619,11796
-34.63896119,-58.52839705,11797
-34.63896202,-58.52840791,11798
-34.63896286,-58.52841877,11799
-34.6389637,-58.52842962,11800
-34.63896454,-58.52844047,11801
-34.63896537,-58.52845133,11802
-34.63896621,-58.52846219,11803
-34.63896704,-58.52847305,11804
-34.63896786,-58.52848392,11805
-34.63896867,-58.52849478,11806
-34.63896947,-58.52850565,11807
-34.63897026,-58.52851652,11808
-34.63897104,-58.52852739,11809
-34.63897181,-58.52853826,11810
-34.63897258,-58.52854913,11811
-34.63897334,-58.52856,11812
-34.63897405,-58.52857086,11813
-34.63897467,-58.52858175,11814
-34.63897507,-58.52859265,11815
-34.63897542,-58.52860357,11816
-34.63897611,-58.52861446,11817
-34.6389769,-58.52862535,11818
-34.63897771,-58.52863622,11819
-34.63897852,-58.52864709,11820
-34.6389793,-58.52865795,11821
-34.63898008,-58.52866882,11822
-34.6389809,-58.52867969,11823
-34.63898186,-58.52869055,11824
-34.63898299,-58.52870138,11825
-34.63898409,-58.52871222,11826
-34.63898503,-58.52872306,11827
-34.63898586,-58.52873391,11828
-34.63898665,-58.52874476,11829
-34.63898745,-58.52875562,11830
-34.63898824,-58.52876648,11831
-34.63898903,-58.52877736,11832
-34.63898982,-58.52878824,11833
-34.63899062,-58.52879911,11834
-34.63899141,-58.52880997,11835
-34.63899221,-58.52882083,11836
-34.638993,-58.52883168,11837
-34.6389938,-58.52884254,11838
-34.6389946,-58.5288534,11839
-34.63899539,-58.52886427,11840
-34.63899619,-58.52887513,11841
-34.63899698,-58.52888598,11842
-34.63899777,-58.52889683,11843
-34.63899857,-58.52890768,11844
-34.63899937,-58.52891852,11845
-34.63900019,-58.52892937,11846
-34.639001,-58.52894023,11847
-34.63900182,-58.52895109,11848
-34.63900264,-58.52896194,11849
-34.63900344,-58.52897281,11850
-34.63900424,-58.52898368,11851
-34.63900502,-58.52899456,11852
-34.63900578,-58.52900544,11853
-34.63900652,-58.52901633,11854
-34.63900727,-58.52902721,11855
-34.63900802,-58.52903809,11856
-34.63900878,-58.52904896,11857
-34.63900953,-58.52905984,11858
-34.63901029,-58.52907072,11859
-34.63901105,-58.5290816,11860
-34.6390118,-58.52909248,11861
-34.63901253,-58.52910335,11862
-34.63901324,-58.52911419,11863
-34.63901394,-58.52912503,11864
-34.63901463,-58.52913587,11865
-34.63901532,-58.52914672,11866
-34.63901602,-58.52915758,11867
-34.63901673,-58.52916846,11868
-34.63901744,-58.52917936,11869
-34.63901816,-58.52919025,11870
-34.63901888,-58.52920113,11871
-34.6390196,-58.52921201,11872
-34.63902031,-58.5292229,11873
-34.63902102,-58.52923378,11874
-34.63902172,-58.52924467,11875
-34.63902243,-58.52925557,11876
-34.63902315,-58.52926646,11877
-34.63902388,-58.52927735,11878
-34.63902461,-58.52928821,11879
-34.63902536,-58.52929907,11880
-34.63902613,-58.52930991,11881
-34.6390269,-58.52932076,11882
-34.6390277,-58.52933163,11883
-34.6390285,-58.5293425,11884
-34.63902931,-58.52935338,11885
-34.63903011,-58.52936426,11886
-34.6390309,-58.52937514,11887
-34.63903169,-58.529386,11888
-34.63903248,-58.52939686,11889
-34.63903327,-58.52940773,11890
-34.63903407,-58.52941859,11891
-34.63903488,-58.52942945,11892
-34.63903571,-58.52944031,11893
-34.63903653,-58.52945116,11894
-34.63903736,-58.52946199,11895
-34.63903819,-58.52947282,11896
-34.63903902,-58.52948365,11897
-34.63903985,-58.5294945,11898
-34.63904067,-58.52950535,11899
-34.63904148,-58.52951621,11900
-34.63904229,-58.52952706,11901
-34.6390431,-58.52953792,11902
-34.6390439,-58.52954878,11903
-34.63904471,-58.52955965,11904
-34.63904551,-58.52957052,11905
-34.63904633,-58.52958139,11906
-34.63904716,-58.52959226,11907
-34.63904799,-58.52960313,11908
-34.63904882,-58.52961399,11909
-34.63904966,-58.52962485,11910
-34.63905048,-58.52963571,11911
-34.63905131,-58.52964658,11912
-34.63905214,-58.52965744,11913
-34.63905296,-58.52966831,11914
-34.63905379,-58.52967917,11915
-34.6390546,-58.52969003,11916
-34.63905542,-58.52970089,11917
-34.63905624,-58.52971175,11918
-34.63905705,-58.52972262,11919
-34.63905788,-58.52973348,11920
-34.6390587,-58.52974434,11921
-34.63905954,-58.5297552,11922
-34.6390603,-58.52976607,11923
-34.63906068,-58.52977696,11924
-34.63906081,-58.52978786,11925
-34.63906112,-58.52979876,11926
-34.63906167,-58.52980964,11927
-34.63906236,-58.52982051,11928
-34.63906313,-58.52983137,11929
-34.63906392,-58.52984223,11930
-34.63906473,-58.5298531,11931
-34.63906554,-58.52986396,11932
-34.63906635,-58.52987482,11933
-34.63906716,-58.52988569,11934
-34.63906796,-58.52989656,11935
-34.63906876,-58.52990744,11936
-34.63906956,-58.52991831,11937
-34.63907037,-58.52992917,11938
-34.63907119,-58.52994003,11939
-34.63907202,-58.52995089,11940
-34.63907285,-58.52996175,11941
-34.6390737,-58.52997261,11942
-34.63907455,-58.52998347,11943
-34.63907538,-58.52999433,11944
-34.63907622,-58.53000518,11945
-34.63907705,-58.53001604,11946
-34.63907785,-58.5300269,11947
-34.63907865,-58.53003775,11948
-34.63907946,-58.53004861,11949
-34.63908026,-58.53005946,11950
-34.63908108,-58.53007032,11951
-34.63908192,-58.53008117,11952
-34.63908277,-58.53009202,11953
-34.63908362,-58.53010288,11954
-34.63908446,-58.53011374,11955
-34.63908529,-58.5301246,11956
-34.63908612,-58.53013546,11957
-34.63908692,-58.53014633,11958
-34.63908773,-58.5301572,11959
-34.63908854,-58.53016807,11960
-34.63908936,-58.53017895,11961
-34.63909017,-58.53018982,11962
-34.63909101,-58.5302007,11963
-34.63909185,-58.53021157,11964
-34.6390927,-58.53022243,11965
-34.63909357,-58.53023329,11966
-34.63909443,-58.53024416,11967
-34.63909528,-58.53025501,11968
-34.63909613,-58.53026587,11969
-34.63909696,-58.53027673,11970
-34.63909777,-58.53028759,11971
-34.63909857,-58.53029844,11972
-34.63909938,-58.5303093,11973
-34.63910019,-58.53032015,11974
-34.639101,-58.530331,11975
-34.63910183,-58.53034185,11976
-34.63910267,-58.53035269,11977
-34.63910352,-58.53036355,11978
-34.63910435,-58.5303744,11979
-34.63910519,-58.53038526,11980
-34.63910601,-58.53039612,11981
-34.63910682,-58.53040698,11982
-34.63910762,-58.53041785,11983
-34.63910843,-58.53042871,11984
-34.63910924,-58.53043958,11985
-34.63911005,-58.53045045,11986
-34.63911092,-58.53046132,11987
-34.63911192,-58.53047217,11988
-34.63911309,-58.530483,11989
-34.63911442,-58.53049379,11990
-34.63911581,-58.53050457,11991
-34.63911718,-58.53051536,11992
-34.63911843,-58.53052616,11993
-34.63911954,-58.53053697,11994
-34.63912049,-58.53054781,11995
-34.63912132,-58.53055866,11996
-34.63912213,-58.53056952,11997
-34.63912295,-58.53058037,11998
-34.63912375,-58.53059123,11999
-34.63912456,-58.53060209,12000
-34.63912536,-58.53061295,12001
-34.63912619,-58.53062381,12002
-34.63912703,-58.53063467,12003
-34.63912787,-58.53064552,12004
-34.63912871,-58.53065637,12005
-34.63912955,-58.53066723,12006
-34.63913039,-58.53067809,12007
-34.63913123,-58.53068895,12008
-34.63913205,-58.53069981,12009
-34.63913285,-58.53071068,12010
-34.63913364,-58.53072155,12011
-34.63913443,-58.53073241,12012
-34.63913521,-58.53074327,12013
-34.639136,-58.53075414,12014
-34.63913681,-58.53076502,12015
-34.63913764,-58.53077589,12016
-34.6391385,-58.53078676,12017
-34.63913935,-58.53079764,12018
-34.6391402,-58.53080851,12019
-34.63914107,-58.53081937,12020
-34.63914193,-58.53083022,12021
-34.63914274,-58.53084108,12022
-34.63914353,-58.53085194,12023
-34.6391443,-58.5308628,12024
-34.63914509,-58.53087366,12025
-34.63914588,-58.53088452,12026
-34.63914669,-58.53089537,12027
-34.6391475,-58.53090622,12028
-34.6391483,-58.53091707,12029
-34.63914912,-58.53092792,12030
-34.63914994,-58.53093878,12031
-34.63915076,-58.53094964,12032
-34.63915159,-58.5309605,12033
-34.63915241,-58.53097137,12034
-34.63915323,-58.53098223,12035
-34.63915404,-58.5309931,12036
-34.63915484,-58.53100397,12037
-34.63915565,-58.53101484,12038
-34.63915645,-58.53102571,12039
-34.63915724,-58.53103658,12040
-34.63915805,-58.53104745,12041
-34.63915887,-58.53105832,12042
-34.63915969,-58.53106918,12043
-34.63916051,-58.53108005,12044
-34.63916132,-58.53109091,12045
-34.63916212,-58.53110177,12046
-34.63916291,-58.53111262,12047
-34.63916371,-58.53112347,12048
-34.63916451,-58.53113433,12049
-34.63916531,-58.53114518,12050
-34.63916612,-58.53115604,12051
-34.63916693,-58.5311669,12052
-34.63916775,-58.53117777,12053
-34.63916856,-58.53118863,12054
-34.63916938,-58.5311995,12055
-34.6391702,-58.53121036,12056
-34.63917102,-58.53122122,12057
-34.63917183,-58.53123208,12058
-34.63917264,-58.53124295,12059
-34.63917345,-58.53125381,12060
-34.63917426,-58.53126469,12061
-34.63917507,-58.53127556,12062
-34.63917589,-58.53128643,12063
-34.63917671,-58.5312973,12064
-34.63917753,-58.53130816,12065
-34.63917836,-58.53131902,12066
-34.63917919,-58.53132989,12067
-34.63918002,-58.53134075,12068
-34.63918085,-58.53135162,12069
-34.63918167,-58.53136248,12070
-34.6391825,-58.53137335,12071
-34.63918332,-58.53138421,12072
-34.63918415,-58.53139507,12073
-34.63918499,-58.53140592,12074
-34.63918582,-58.53141676,12075
-34.63918664,-58.53142761,12076
-34.63918746,-58.53143847,12077
-34.63918826,-58.53144932,12078
-34.63918907,-58.53146018,12079
-34.63918988,-58.53147104,12080
-34.63919069,-58.5314819,12081
-34.6391915,-58.53149276,12082
-34.63919232,-58.53150363,12083
-34.63919314,-58.53151449,12084
-34.63919395,-58.53152536,12085
-34.63919477,-58.53153623,12086
-34.63919558,-58.5315471,12087
-34.63919638,-58.53155797,12088
-34.63919718,-58.53156883,12089
-34.63919798,-58.53157969,12090
-34.63919879,-58.53159055,12091
-34.6391996,-58.53160141,12092
-34.63920041,-58.53161227,12093
-34.63920123,-58.53162313,12094
-34.63920204,-58.53163399,12095
-34.63920286,-58.53164485,12096
-34.63920369,-58.53165571,12097
-34.6392045,-58.53166657,12098
-34.63920532,-58.53167744,12099
-34.63920612,-58.5316883,12100
-34.63920693,-58.53169916,12101
-34.63920774,-58.53171003,12102
-34.63920856,-58.53172089,12103
-34.63920937,-58.53173176,12104
-34.63921019,-58.53174262,12105
-34.639211,-58.53175348,12106
-34.63921182,-58.53176434,12107
-34.63921264,-58.53177519,12108
-34.63921345,-58.53178605,12109
-34.63921426,-58.53179691,12110
-34.63921507,-58.53180778,12111
-34.63921588,-58.53181864,12112
-34.6392167,-58.5318295,12113
-34.63921752,-58.53184037,12114
-34.63921834,-58.53185122,12115
-34.63921915,-58.53186208,12116
-34.63921997,-58.53187294,12117
-34.63922078,-58.53188381,12118
-34.63922159,-58.53189467,12119
