latitude,longitude,km
-34.65322978,-58.64607059,22750
-34.65323302,-58.64608076,22751
-34.65323625,-58.64609093,22752
-34.65323947,-58.64610111,22753
-34.65324268,-58.64611129,22754
-34.65324588,-58.64612148,22755
-34.65324908,-58.64613168,22756
-34.65325229,-58.64614189,22757
-34.65325549,-58.6461521,22758
-34.6532587,-58.6461623,22759
-34.65326191,-58.64617249,22760
-34.65326512,-58.64618269,22761
-34.65326834,-58.64619287,22762
-34.65327156,-58.64620305,22763
-34.65327479,-58.64621323,22764
-34.65327803,-58.64622341,22765
-34.65328127,-58.64623359,22766
-34.6532845,-58.64624377,22767
-34.65328773,-58.64625396,22768
-34.65329095,-58.64626416,22769
-34.65329416,-58.64627436,22770
-34.65329738,-58.64628456,22771
-34.65330058,-58.64629475,22772
-34.6533038,-58.64630495,22773
-34.65330702,-58.64631514,22774
-34.65331025,-58.64632534,22775
-34.65331347,-58.64633553,22776
-34.65331669,-58.64634573,22777
-34.65331991,-58.64635591,22778
-34.65332312,-58.6463661,22779
-34.65332634,-58.64637628,22780
-34.65332955,-58.64638646,22781
-34.65333277,-58.64639665,22782
-34.65333599,-58.64640686,22783
-34.65333921,-58.64641705,22784
-34.65334244,-58.64642726,22785
-34.65334566,-58.64643745,22786
-34.65334888,-58.64644764,22787
-34.6533521,-58.64645783,22788
-34.65335533,-58.64646802,22789
-34.65335855,-58.64647821,22790
-34.65336177,-58.64648841,22791
-34.65336499,-58.6464986,22792
-34.65336821,-58.64650878,22793
-34.65337144,-58.64651897,22794
-34.65337465,-58.64652915,22795
-34.65337788,-58.64653933,22796
-34.6533811,-58.64654951,22797
-34.65338433,-58.6465597,22798
-34.65338757,-58.64656989,22799
-34.6533908,-58.64658007,22800
-34.65339403,-58.64659026,22801
-34.65339726,-58.64660044,22802
-34.65340048,-58.64661062,22803
-34.6534037,-58.6466208,22804
-34.65340692,-58.64663099,22805
-34.65341013,-58.64664119,22806
-34.65341335,-58.64665138,22807
-34.65341657,-58.64666157,22808
-34.65341979,-58.64667175,22809
-34.65342302,-58.64668194,22810
-34.65342625,-58.64669213,22811
-34.65342948,-58.64670232,22812
-34.65343271,-58.64671251,22813
-34.65343594,-58.6467227,22814
-34.65343916,-58.64673288,22815
-34.65344238,-58.64674306,22816
-34.6534456,-58.64675323,22817
-34.65344881,-58.64676342,22818
-34.65345202,-58.6467736,22819
-34.65345523,-58.64678379,22820
-34.65345845,-58.64679397,22821
-34.65346167,-58.64680415,22822
-34.65346488,-58.64681434,22823
-34.6534681,-58.64682452,22824
-34.65347132,-58.6468347,22825
-34.65347454,-58.64684489,22826
-34.65347777,-58.64685509,22827
-34.65348099,-58.64686528,22828
-34.65348422,-58.64687547,22829
-34.65348745,-58.64688566,22830
-34.65349068,-58.64689584,22831
-34.65349392,-58.64690603,22832
-34.65349714,-58.64691622,22833
-34.65350036,-58.64692641,22834
-34.65350358,-58.64693659,22835
-34.65350679,-58.64694679,22836
-34.65351,-58.64695698,22837
-34.65351322,-58.64696718,22838
-34.65351644,-58.64697738,22839
-34.65351966,-58.64698759,22840
-34.65352288,-58.64699778,22841
-34.65352611,-58.64700797,22842
-34.65352933,-58.64701816,22843
-34.65353255,-58.64702834,22844
-34.65353577,-58.64703852,22845
-34.65353899,-58.64704872,22846
-34.65354221,-58.64705891,22847
-34.65354542,-58.6470691,22848
-34.65354864,-58.64707929,22849
-34.65355187,-58.64708947,22850
-34.6535551,-58.64709965,22851
-34.65355832,-58.64710983,22852
-34.65356155,-58.64712001,22853
-34.65356477,-58.64713019,22854
-34.65356799,-58.64714037,22855
-34.65357121,-58.64715056,22856
-34.65357443,-58.64716076,22857
-34.65357765,-58.64717095,22858
-34.65358088,-58.64718114,22859
-34.65358411,-58.64719132,22860
-34.65358734,-58.6472015,22861
-34.65359057,-58.64721169,22862
-34.65359379,-58.64722187,22863
-34.65359702,-58.64723207,22864
-34.65360025,-58.64724226,22865
-34.65360347,-58.64725246,22866
-34.65360669,-58.64726266,22867
-34.6536099,-58.64727286,22868
-34.65361311,-58.64728305,22869
-34.65361632,-58.64729324,22870
-34.65361954,-58.64730343,22871
-34.65362275,-58.64731363,22872
-34.65362597,-58.64732383,22873
-34.6536292,-58.64733402,22874
-34.65363242,-58.64734421,22875
-34.65363565,-58.64735438,22876
-34.65363888,-58.64736456,22877
-34.6536421,-58.64737474,22878
-34.65364532,-58.64738493,22879
-34.65364854,-58.64739512,22880
-34.65365175,-58.64740532,22881
-34.65365497,-58.64741552,22882
-34.65365818,-58.64742572,22883
-34.6536614,-58.64743591,22884
-34.65366462,-58.64744609,22885
-34.65366783,-58.64745627,22886
-34.65367105,-58.64746646,22887
-34.65367428,-58.64747664,22888
-34.65367751,-58.64748682,22889
-34.65368075,-58.647497,22890
-34.65368398,-58.64750717,22891
-34.65368721,-58.64751734,22892
-34.65369043,-58.64752751,22893
-34.65369365,-58.6475377,22894
-34.65369685,-58.64754789,22895
-34.65370006,-58.64755808,22896
-34.65370327,-58.64756828,22897
-34.65370647,-58.64757848,22898
-34.65370968,-58.64758867,22899
-34.65371289,-58.64759887,22900
-34.65371611,-58.64760906,22901
-34.65371934,-58.64761926,22902
-34.65372257,-58.64762945,22903
-34.6537258,-58.64763963,22904
-34.65372903,-58.64764981,22905
-34.65373226,-58.64765999,22906
-34.65373547,-58.64767018,22907
-34.65373868,-58.64768037,22908
-34.6537419,-58.64769057,22909
-34.65374511,-58.64770076,22910
-34.65374832,-58.64771095,22911
-34.65375153,-58.64772114,22912
-34.65375475,-58.64773132,22913
-34.65375798,-58.6477415,22914
-34.6537612,-58.64775169,22915
-34.65376442,-58.64776188,22916
-34.65376764,-58.64777208,22917
-34.65377085,-58.64778227,22918
-34.65377408,-58.64779247,22919
-34.6537773,-58.64780267,22920
-34.65378053,-58.64781287,22921
-34.65378375,-58.64782306,22922
-34.65378697,-58.64783326,22923
-34.65379019,-58.64784345,22924
-34.6537934,-58.64785364,22925
-34.65379663,-58.64786382,22926
-34.65379985,-58.64787401,22927
-34.65380308,-58.6478842,22928
-34.65380631,-58.64789439,22929
-34.65380953,-58.64790458,22930
-34.65381276,-58.64791476,22931
-34.65381598,-58.64792494,22932
-34.6538192,-58.64793512,22933
-34.65382241,-58.64794531,22934
-34.65382562,-58.64795551,22935
-34.65382884,-58.64796571,22936
-34.65383206,-58.64797592,22937
-34.65383528,-58.64798612,22938
-34.6538385,-58.64799631,22939
-34.65384172,-58.64800649,22940
-34.65384494,-58.64801668,22941
-34.65384816,-58.64802686,22942
-34.65385137,-58.64803704,22943
-34.65385459,-58.64804723,22944
-34.65385781,-58.64805741,22945
-34.65386103,-58.64806759,22946
-34.65386425,-58.64807778,22947
-34.65386748,-58.64808796,22948
-34.65387071,-58.64809814,22949
-34.65387394,-58.64810832,22950
-34.65387716,-58.64811851,22951
-34.65388038,-58.64812869,22952
-34.6538836,-58.64813887,22953
-34.65388682,-58.64814906,22954
-34.65389004,-58.64815926,22955
-34.65389325,-58.64816945,22956
-34.65389647,-58.64817965,22957
-34.65389969,-58.64818984,22958
-34.65390291,-58.64820003,22959
-34.65390613,-58.64821021,22960
-34.65390934,-58.6482204,22961
-34.65391257,-58.64823058,22962
-34.65391579,-58.64824077,22963
-34.65391901,-58.64825096,22964
-34.65392223,-58.64826115,22965
-34.65392545,-58.64827134,22966
-34.65392866,-58.64828152,22967
-34.65393187,-58.64829171,22968
-34.65393508,-58.6483019,22969
-34.6539383,-58.64831209,22970
-34.65394151,-58.64832227,22971
-34.65394473,-58.64833246,22972
-34.65394795,-58.64834265,22973
-34.65395117,-58.64835284,22974
-34.6539544,-58.64836303,22975
-34.65395763,-58.64837321,22976
-34.65396086,-58.6483834,22977
-34.65396409,-58.64839358,22978
-34.65396732,-58.64840376,22979
-34.65397054,-58.64841395,22980
-34.65397375,-58.64842414,22981
-34.65397696,-58.64843434,22982
-34.65398017,-58.64844453,22983
-34.65398338,-58.64845472,22984
-34.6539866,-58.64846491,22985
-34.65398982,-58.6484751,22986
-34.65399304,-58.64848528,22987
-34.65399627,-58.64849547,22988
-34.6539995,-58.64850567,22989
-34.65400274,-58.64851586,22990
-34.65400597,-58.64852605,22991
-34.65400921,-58.64853624,22992
-34.65401244,-58.64854642,22993
-34.65401566,-58.6485566,22994
-34.65401889,-58.6485668,22995
-34.6540221,-58.648577,22996
-34.6540253,-58.64858721,22997
-34.65402849,-58.64859741,22998
-34.65403168,-58.64860761,22999
-34.65403488,-58.6486178,23000
-34.65403807,-58.64862799,23001
-34.65404128,-58.64863819,23002
-34.65404449,-58.64864838,23003
-34.65404771,-58.64865858,23004
-34.65405094,-58.64866878,23005
-34.65405416,-58.64867897,23006
-34.65405738,-58.64868916,23007
-34.6540606,-58.64869934,23008
-34.65406381,-58.64870953,23009
-34.65406701,-58.64871972,23010
-34.65407022,-58.64872992,23011
-34.65407342,-58.64874012,23012
-34.65407663,-58.64875031,23013
-34.65407984,-58.6487605,23014
-34.65408305,-58.64877069,23015
-34.65408626,-58.64878088,23016
-34.65408949,-58.64879106,23017
-34.65409271,-58.64880125,23018
-34.65409593,-58.64881144,23019
-34.65409915,-58.64882163,23020
-34.65410236,-58.64883182,23021
-34.65410557,-58.64884202,23022
-34.65410878,-58.64885221,23023
-34.65411198,-58.6488624,23024
-34.65411518,-58.6488726,23025
-34.65411839,-58.64888279,23026
-34.65412159,-58.64889299,23027
-34.6541248,-58.64890318,23028
-34.65412801,-58.64891337,23029
-34.65413123,-58.64892356,23030
-34.65413444,-58.64893375,23031
-34.65413766,-58.64894394,23032
-34.65414088,-58.64895412,23033
-34.6541441,-58.64896431,23034
-34.65414732,-58.6489745,23035
-34.65415054,-58.64898469,23036
-34.65415376,-58.64899488,23037
-34.65415698,-58.64900507,23038
-34.65416019,-58.64901526,23039
-34.65416341,-58.64902545,23040
-34.65416663,-58.64903564,23041
-34.65416985,-58.64904583,23042
-34.65417307,-58.64905602,23043
-34.65417629,-58.64906622,23044
-34.65417952,-58.6490764,23045
-34.65418274,-58.64908659,23046
-34.65418596,-58.64909678,23047
-34.65418918,-58.64910697,23048
-34.65419238,-58.64911717,23049
-34.65419559,-58.64912737,23050
-34.65419879,-58.64913757,23051
-34.65420199,-58.64914776,23052
-34.65420519,-58.64915795,23053
-34.6542084,-58.64916815,23054
-34.6542116,-58.64917834,23055
-34.65421481,-58.64918853,23056
-34.65421803,-58.64919873,23057
-34.65422124,-58.64920892,23058
-34.65422446,-58.6492191,23059
-34.65422768,-58.64922929,23060
-34.6542309,-58.64923948,23061
-34.65423412,-58.64924967,23062
-34.65423734,-58.64925986,23063
-34.65424056,-58.64927005,23064
-34.65424379,-58.64928023,23065
-34.65424702,-58.64929042,23066
-34.65425024,-58.64930061,23067
-34.65425345,-58.64931079,23068
-34.65425666,-58.64932098,23069
-34.65425988,-58.64933117,23070
-34.65426309,-58.64934137,23071
-34.6542663,-58.64935156,23072
-34.65426951,-58.64936176,23073
-34.65427273,-58.64937195,23074
-34.65427595,-58.64938213,23075
-34.65427918,-58.64939232,23076
-34.6542824,-58.64940251,23077
-34.65428563,-58.6494127,23078
-34.65428885,-58.64942289,23079
-34.65429207,-58.64943309,23080
-34.65429529,-58.64944328,23081
-34.6542985,-58.64945347,23082
-34.65430171,-58.64946366,23083
-34.65430492,-58.64947385,23084
-34.65430813,-58.64948403,23085
-34.65431135,-58.64949422,23086
-34.65431456,-58.6495044,23087
-34.65431778,-58.64951459,23088
-34.654321,-58.64952477,23089
-34.65432422,-58.64953495,23090
-34.65432744,-58.64954514,23091
-34.65433066,-58.64955532,23092
-34.65433388,-58.64956551,23093
-34.6543371,-58.6495757,23094
-34.65434032,-58.6495859,23095
-34.65434353,-58.64959609,23096
-34.65434675,-58.64960629,23097
-34.65434997,-58.64961648,23098
-34.65435319,-58.64962667,23099
-34.65435641,-58.64963686,23100
-34.65435963,-58.64964705,23101
-34.65436284,-58.64965725,23102
-34.65436605,-58.64966744,23103
-34.65436926,-58.64967763,23104
-34.65437247,-58.64968782,23105
-34.65437568,-58.64969802,23106
-34.65437889,-58.64970821,23107
-34.65438209,-58.6497184,23108
-34.65438531,-58.6497286,23109
-34.65438852,-58.64973879,23110
-34.65439174,-58.64974898,23111
-34.65439495,-58.64975916,23112
-34.65439817,-58.64976935,23113
-34.65440139,-58.64977953,23114
-34.6544046,-58.64978973,23115
-34.65440782,-58.64979992,23116
-34.65441104,-58.64981012,23117
-34.65441425,-58.64982031,23118
-34.65441745,-58.64983052,23119
-34.65442066,-58.64984071,23120
-34.65442387,-58.64985091,23121
-34.65442709,-58.6498611,23122
-34.6544303,-58.6498713,23123
-34.65443353,-58.6498815,23124
-34.65443676,-58.6498917,23125
-34.65443999,-58.64990189,23126
-34.65444322,-58.64991207,23127
-34.65444645,-58.64992226,23128
-34.65444967,-58.64993244,23129
-34.6544529,-58.64994261,23130
-34.65445611,-58.6499528,23131
-34.65445932,-58.649963,23132
-34.65446254,-58.64997319,23133
-34.65446576,-58.64998338,23134
-34.65446897,-58.64999357,23135
-34.65447219,-58.65000376,23136
-34.6544754,-58.65001395,23137
-34.6544786,-58.65002414,23138
-34.6544818,-58.65003434,23139
-34.654485,-58.65004454,23140
-34.65448821,-58.65005474,23141
-34.65449142,-58.65006493,23142
-34.65449465,-58.65007512,23143
-34.65449789,-58.6500853,23144
-34.65450112,-58.65009548,23145
-34.65450436,-58.65010565,23146
-34.65450758,-58.65011584,23147
-34.6545108,-58.65012603,23148
-34.65451401,-58.65013622,23149
-34.65451721,-58.65014641,23150
-34.65452041,-58.6501566,23151
-34.65452362,-58.65016679,23152
-34.65452683,-58.65017698,23153
-34.65453004,-58.65018717,23154
-34.65453327,-58.65019735,23155
-34.65453649,-58.65020754,23156
-34.65453972,-58.65021772,23157
-34.65454295,-58.65022791,23158
-34.65454618,-58.6502381,23159
-34.6545494,-58.65024829,23160
-34.65455261,-58.6502585,23161
-34.65455581,-58.6502687,23162
-34.65455901,-58.6502789,23163
-34.65456221,-58.6502891,23164
-34.65456541,-58.6502993,23165
-34.65456862,-58.6503095,23166
-34.65457182,-58.6503197,23167
-34.65457504,-58.65032989,23168
-34.65457825,-58.65034007,23169
-34.65458146,-58.65035026,23170
-34.65458468,-58.65036044,23171
-34.6545879,-58.65037061,23172
-34.65459112,-58.65038079,23173
-34.65459434,-58.65039097,23174
-34.65459756,-58.65040115,23175
-34.65460077,-58.65041135,23176
-34.65460399,-58.65042154,23177
-34.65460721,-58.65043173,23178
-34.65461043,-58.65044192,23179
-34.65461364,-58.65045211,23180
-34.65461686,-58.65046231,23181
-34.65462007,-58.65047251,23182
-34.65462328,-58.65048272,23183
-34.65462649,-58.65049292,23184
-34.65462969,-58.65050313,23185
-34.6546329,-58.65051333,23186
-34.6546361,-58.65052353,23187
-34.65463931,-58.65053372,23188
-34.65464252,-58.65054391,23189
-34.65464574,-58.6505541,23190
-34.65464896,-58.65056429,23191
-34.6546522,-58.65057447,23192
-34.65465542,-58.65058465,23193
-34.65465865,-58.65059484,23194
-34.65466187,-58.65060504,23195
-34.6546651,-58.65061523,23196
-34.65466832,-58.65062542,23197
-34.65467154,-58.65063561,23198
-34.65467474,-58.6506458,23199
-34.65467794,-58.650656,23200
-34.65468113,-58.65066619,23201
-34.65468432,-58.65067639,23202
-34.65468752,-58.65068659,23203
-34.65469072,-58.65069679,23204
-34.65469393,-58.65070699,23205
-34.65469715,-58.65071719,23206
-34.65470039,-58.65072738,23207
-34.65470362,-58.65073756,23208
-34.65470686,-58.65074775,23209
-34.65471009,-58.65075793,23210
-34.65471333,-58.65076813,23211
-34.65471656,-58.65077833,23212
-34.65471978,-58.65078853,23213
-34.65472298,-58.65079874,23214
-34.65472617,-58.65080895,23215
-34.65472936,-58.65081915,23216
-34.65473256,-58.65082934,23217
-34.65473576,-58.65083952,23218
-34.65473898,-58.6508497,23219
-34.6547422,-58.65085989,23220
-34.65474542,-58.65087008,23221
-34.65474865,-58.65088026,23222
-34.65475188,-58.65089045,23223
-34.6547551,-58.65090064,23224
-34.65475831,-58.65091082,23225
-34.65476152,-58.65092101,23226
-34.65476472,-58.65093121,23227
-34.65476791,-58.6509414,23228
-34.65477111,-58.6509516,23229
-34.6547743,-58.65096179,23230
-34.6547775,-58.65097198,23231
-34.6547807,-58.65098217,23232
-34.6547839,-58.65099236,23233
-34.6547871,-58.65100255,23234
-34.65479031,-58.65101274,23235
-34.65479353,-58.65102294,23236
-34.65479675,-58.65103313,23237
-34.65479998,-58.65104332,23238
-34.65480321,-58.6510535,23239
-34.65480645,-58.65106369,23240
-34.6548097,-58.65107387,23241
-34.65481294,-58.65108406,23242
-34.65481618,-58.65109425,23243
-34.65481941,-58.65110444,23244
-34.65482264,-58.65111462,23245
-34.65482586,-58.6511248,23246
-34.65482907,-58.65113499,23247
-34.65483227,-58.65114518,23248
-34.65483547,-58.65115538,23249
-34.65483866,-58.65116558,23250
-34.65484185,-58.65117578,23251
-34.65484504,-58.65118598,23252
-34.65484822,-58.65119618,23253
-34.65485141,-58.65120638,23254
-34.6548546,-58.65121657,23255
-34.65485779,-58.65122677,23256
-34.65486099,-58.65123697,23257
-34.6548642,-58.65124716,23258
-34.65486742,-58.65125735,23259
-34.65487064,-58.65126754,23260
-34.65487387,-58.65127773,23261
-34.6548771,-58.65128791,23262
-34.65488032,-58.6512981,23263
-34.65488355,-58.65130829,23264
-34.65488676,-58.65131849,23265
-34.65488997,-58.65132868,23266
-34.65489318,-58.65133888,23267
-34.65489639,-58.65134907,23268
-34.6548996,-58.65135927,23269
-34.65490281,-58.65136946,23270
-34.65490602,-58.65137966,23271
-34.65490924,-58.65138985,23272
-34.65491246,-58.65140004,23273
-34.65491569,-58.65141023,23274
-34.65491892,-58.65142042,23275
-34.65492216,-58.65143061,23276
-34.65492539,-58.65144081,23277
-34.65492861,-58.651451,23278
-34.65493182,-58.6514612,23279
-34.65493504,-58.6514714,23280
-34.65493826,-58.65148159,23281
-34.65494148,-58.65149179,23282
-34.6549447,-58.65150198,23283
-34.65494793,-58.65151217,23284
-34.65495115,-58.65152236,23285
-34.65495437,-58.65153254,23286
-34.65495759,-58.65154273,23287
-34.65496083,-58.65155291,23288
-34.65496406,-58.65156309,23289
-34.65496728,-58.65157328,23290
-34.65497049,-58.65158347,23291
-34.65497371,-58.65159365,23292
-34.65497692,-58.65160384,23293
-34.65498012,-58.65161403,23294
-34.65498332,-58.65162422,23295
-34.65498652,-58.65163441,23296
-34.65498973,-58.6516446,23297
-34.65499293,-58.65165479,23298
-34.65499615,-58.65166498,23299
-34.65499937,-58.65167516,23300
-34.65500259,-58.65168535,23301
-34.65500582,-58.65169553,23302
-34.65500905,-58.65170571,23303
-34.65501228,-58.6517159,23304
-34.65501551,-58.65172608,23305
-34.65501873,-58.65173627,23306
-34.65502194,-58.65174646,23307
-34.65502515,-58.65175666,23308
-34.65502836,-58.65176685,23309
-34.65503157,-58.65177704,23310
-34.65503478,-58.65178723,23311
-34.655038,-58.65179742,23312
-34.65504121,-58.65180761,23313
-34.65504443,-58.65181779,23314
-34.65504765,-58.65182797,23315
-34.65505087,-58.65183815,23316
-34.65505409,-58.65184833,23317
-34.65505731,-58.65185852,23318
-34.65506054,-58.6518687,23319
-34.65506377,-58.65187888,23320
-34.655067,-58.65188907,23321
-34.65507022,-58.65189926,23322
-34.65507344,-58.65190945,23323
-34.65507664,-58.65191964,23324
-34.65507984,-58.65192984,23325
-34.65508303,-58.65194005,23326
-34.65508623,-58.65195026,23327
-34.65508943,-58.65196047,23328
-34.65509264,-58.65197068,23329
-34.65509585,-58.65198088,23330
-34.65509908,-58.65199107,23331
-34.65510232,-58.65200125,23332
-34.65510557,-58.65201143,23333
-34.65510881,-58.65202161,23334
-34.65511206,-58.65203179,23335
-34.6551153,-58.65204197,23336
-34.65511853,-58.65205216,23337
-34.65512174,-58.65206236,23338
-34.65512495,-58.65207255,23339
-34.65512815,-58.65208275,23340
-34.65513135,-58.65209295,23341
-34.65513456,-58.65210314,23342
-34.65513777,-58.65211333,23343
-34.65514098,-58.65212352,23344
-34.6551442,-58.65213371,23345
-34.65514742,-58.6521439,23346
-34.65515064,-58.65215408,23347
-34.65515387,-58.65216427,23348
-34.6551571,-58.65217445,23349
-34.65516033,-58.65218464,23350
-34.65516355,-58.65219483,23351
-34.65516676,-58.65220502,23352
-34.65516996,-58.65221521,23353
-34.65517317,-58.65222539,23354
-34.65517637,-58.65223558,23355
-34.65517957,-58.65224577,23356
-34.65518277,-58.65225597,23357
-34.65518597,-58.65226616,23358
-34.65518916,-58.65227636,23359
-34.65519236,-58.65228656,23360
-34.65519557,-58.65229676,23361
-34.65519878,-58.65230695,23362
-34.65520201,-58.65231714,23363
-34.65520524,-58.65232732,23364
-34.65520847,-58.65233751,23365
-34.6552117,-58.6523477,23366
-34.65521494,-58.6523579,23367
-34.65521817,-58.65236809,23368
-34.6552214,-58.65237829,23369
-34.65522461,-58.65238849,23370
-34.65522782,-58.65239868,23371
-34.65523102,-58.65240888,23372
-34.65523422,-58.65241908,23373
-34.65523742,-58.65242927,23374
-34.65524064,-58.65243946,23375
-34.65524387,-58.65244965,23376
-34.6552471,-58.65245984,23377
-34.65525033,-58.65247002,23378
-34.65525356,-58.6524802,23379
-34.65525679,-58.65249038,23380
-34.65526003,-58.65250055,23381
-34.65526325,-58.65251073,23382
-34.65526647,-58.65252092,23383
-34.65526967,-58.65253111,23384
-34.65527287,-58.65254131,23385
-34.65527606,-58.6525515,23386
-34.65527925,-58.65256169,23387
-34.65528245,-58.65257188,23388
-34.65528566,-58.65258207,23389
-34.65528888,-58.65259225,23390
-34.6552921,-58.65260244,23391
-34.65529534,-58.65261263,23392
-34.65529858,-58.65262281,23393
-34.65530181,-58.652633,23394
-34.65530504,-58.65264318,23395
-34.65530826,-58.65265336,23396
-34.65531146,-58.65266356,23397
-34.65531466,-58.65267375,23398
-34.65531786,-58.65268395,23399
-34.65532106,-58.65269415,23400
-34.65532427,-58.65270434,23401
-34.65532749,-58.65271453,23402
-34.65533072,-58.65272471,23403
-34.65533396,-58.65273488,23404
-34.65533721,-58.65274505,23405
-34.65534046,-58.65275523,23406
-34.65534369,-58.65276541,23407
-34.65534691,-58.6527756,23408
-34.65535012,-58.65278578,23409
-34.65535333,-58.65279596,23410
-34.65535653,-58.65280615,23411
-34.65535975,-58.65281634,23412
-34.65536298,-58.65282655,23413
-34.6553662,-58.65283676,23414
-34.65536944,-58.65284696,23415
-34.65537269,-58.65285713,23416
-34.65537595,-58.65286731,23417
-34.6553792,-58.65287749,23418
-34.65538245,-58.65288767,23419
-34.65538567,-58.65289787,23420
-34.6553889,-58.65290808,23421
-34.6553921,-58.65291831,23422
-34.65539529,-58.65292852,23423
-34.65539849,-58.65293871,23424
-34.65540168,-58.65294888,23425
-34.65540487,-58.65295905,23426
-34.65540807,-58.65296923,23427
-34.65541129,-58.65297942,23428
-34.65541452,-58.65298962,23429
-34.65541778,-58.65299982,23430
-34.65542102,-58.65301001,23431
-34.65542423,-58.65302021,23432
-34.65542745,-58.6530304,23433
-34.65543064,-58.6530406,23434
-34.65543384,-58.6530508,23435
-34.65543706,-58.65306101,23436
-34.65544027,-58.65307122,23437
-34.6554435,-58.65308142,23438
-34.65544672,-58.65309162,23439
-34.65544995,-58.6531018,23440
-34.65545317,-58.65311197,23441
-34.6554564,-58.65312213,23442
-34.65545963,-58.65313231,23443
-34.65546287,-58.65314249,23444
-34.6554661,-58.65315268,23445
-34.65546932,-58.65316288,23446
-34.65547255,-58.65317306,23447
-34.65547576,-58.65318325,23448
-34.65547897,-58.65319344,23449
-34.65548218,-58.65320363,23450
-34.65548539,-58.65321383,23451
-34.6554886,-58.65322403,23452
-34.65549182,-58.65323422,23453
-34.65549504,-58.65324441,23454
-34.65549827,-58.65325459,23455
-34.6555015,-58.65326477,23456
-34.65550473,-58.65327495,23457
-34.65550796,-58.65328514,23458
-34.65551119,-58.65329533,23459
-34.65551442,-58.65330551,23460
-34.65551765,-58.6533157,23461
-34.65552087,-58.65332588,23462
-34.65552408,-58.65333606,23463
-34.6555273,-58.65334624,23464
-34.65553052,-58.65335643,23465
-34.65553374,-58.65336662,23466
-34.65553696,-58.65337682,23467
-34.65554018,-58.65338701,23468
-34.65554339,-58.6533972,23469
-34.6555466,-58.65340739,23470
-34.65554982,-58.65341758,23471
-34.65555303,-58.65342777,23472
-34.65555625,-58.65343797,23473
-34.65555947,-58.65344817,23474
-34.65556268,-58.65345837,23475
-34.6555659,-58.65346857,23476
-34.6555691,-58.65347876,23477
-34.65557231,-58.65348895,23478
-34.65557552,-58.65349914,23479
-34.65557872,-58.65350933,23480
-34.65558192,-58.65351952,23481
-34.65558512,-58.65352971,23482
-34.65558832,-58.65353991,23483
-34.65559152,-58.6535501,23484
-34.65559473,-58.65356029,23485
-34.65559794,-58.65357048,23486
-34.65560116,-58.65358066,23487
-34.65560438,-58.65359085,23488
-34.6556076,-58.65360103,23489
-34.65561082,-58.65361122,23490
-34.65561405,-58.6536214,23491
-34.65561727,-58.65363159,23492
-34.6556205,-58.65364178,23493
-34.65562371,-58.65365197,23494
-34.65562693,-58.65366217,23495
-34.65563015,-58.65367236,23496
-34.65563336,-58.65368255,23497
-34.65563658,-58.65369275,23498
-34.65563979,-58.65370295,23499
-34.655643,-58.65371314,23500
-34.6556462,-58.65372334,23501
-34.65564941,-58.65373354,23502
-34.65565262,-58.65374374,23503
-34.65565584,-58.65375393,23504
-34.65565905,-58.65376412,23505
-34.65566227,-58.65377432,23506
-34.65566549,-58.65378451,23507
-34.65566871,-58.6537947,23508
-34.65567194,-58.65380488,23509
-34.65567516,-58.65381507,23510
-34.65567839,-58.65382525,23511
-34.65568161,-58.65383543,23512
-34.65568483,-58.65384562,23513
-34.65568805,-58.65385581,23514
-34.65569127,-58.653866,23515
-34.65569448,-58.65387619,23516
-34.6556977,-58.65388638,23517
-34.65570093,-58.65389657,23518
-34.65570415,-58.65390675,23519
-34.65570736,-58.65391695,23520
-34.65571055,-58.65392715,23521
-34.65571372,-58.65393736,23522
-34.65571685,-58.65394759,23523
-34.65571998,-58.65395782,23524
-34.6557231,-58.65396806,23525
-34.65572623,-58.65397828,23526
-34.6557294,-58.65398849,23527
-34.6557326,-58.65399869,23528
-34.65573581,-58.65400888,23529
-34.65573904,-58.65401908,23530
-34.65574227,-58.65402926,23531
-34.65574549,-58.65403945,23532
-34.65574872,-58.65404964,23533
-34.65575194,-58.65405983,23534
-34.65575515,-58.65407002,23535
-34.65575836,-58.65408022,23536
-34.65576157,-58.65409041,23537
-34.65576478,-58.65410061,23538
-34.65576799,-58.6541108,23539
-34.65577121,-58.65412098,23540
-34.65577443,-58.65413117,23541
-34.65577765,-58.65414135,23542
-34.65578088,-58.65415153,23543
-34.65578411,-58.65416172,23544
-34.65578733,-58.65417191,23545
-34.65579054,-58.6541821,23546
-34.65579375,-58.65419229,23547
-34.65579695,-58.65420249,23548
-34.65580015,-58.65421268,23549
-34.65580336,-58.65422288,23550
-34.65580658,-58.65423308,23551
-34.65580979,-58.65424327,23552
-34.65581302,-58.65425346,23553
-34.65581624,-58.65426365,23554
-34.65581947,-58.65427384,23555
-34.6558227,-58.65428402,23556
-34.65582593,-58.65429421,23557
-34.65582916,-58.6543044,23558
-34.65583238,-58.6543146,23559
-34.65583558,-58.6543248,23560
-34.65583879,-58.654335,23561
-34.65584199,-58.65434519,23562
-34.65584519,-58.65435539,23563
-34.65584839,-58.65436559,23564
-34.6558516,-58.65437578,23565
-34.65585482,-58.65438597,23566
-34.65585803,-58.65439616,23567
-34.65586125,-58.65440634,23568
-34.65586447,-58.65441653,23569
-34.65586767,-58.65442672,23570
-34.65587088,-58.6544369,23571
-34.65587409,-58.65444709,23572
